Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
lazala amp janiya trying jinks ppl talking about Im pregnant if yall dont leave me alone,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Guys Im pregnant   ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant FM1021LOVE ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
But Im pregnant,True,0.41666666700000005,0.42,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 aaaaaand Im pregnant thanks for that,True,0.26666666699999997,0.27,0.35,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
told colt I loved himhimyou bettermeI do babehimgood because Im pregnant,True,0.589583333,0.59,0.6,,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sooooo Im pregnant again ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant why TF ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bitches wanna hate but I look better than yall even while Im pregnant lmfao,True,0.011111111000000002,0.01,0.63,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
And just because Im pregnant now doesnt mean I cant come for you hoes after I have my baby STAT AWAY ,True,0.010416667,0.01,0.59,,0.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
honest to god im pregnant and either Ronnie or Scott1D is the dad,True,0.46666666700000003,0.47,0.7,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
I cant believe Im pregnant with a baby that I cant save that shit hurts,True,0.066666667,0.07,0.65,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
 Im pregnant Hm,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant and murph is the daddy,True,0.333333333,0.33,0.5,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 has anyone ever conceived a child with the sound of your music Cause Im pregnant,True,0.36666666700000006,0.37,0.45,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
Kim Yuna talking in englishMeMeMe I think Im pregnant,True,0.166666667,0.17,0.25,,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
 IM PREGNANT ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Im pregnant so that makes me a mom,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Maybe Im pregnant or idk,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I let you hit it raw mfcka now Im pregnant you dont wanna get involved mfcka,True,0.051282050999999995,0.05,0.48,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I went to the eye doctor at Walmart What did they tell youThat Im pregnant Ok ,True,0.41666666700000005,0.42,0.5,,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
langley nahhh lnao  after I have Mia tho  I was going to but than I found out I got pregnant and I cant while Im pregnant ,True,0.333333333,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant and still dress better than HALF YOU BITCHES ,True,0.222222222,0.22,0.39,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im on fucking depo so how tf Im pregnant ohhh ok,True,0.07777777799999999,0.08,0.6,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Im almost positive that I have a stomach ulcer That or Im pregnant by Satan Fuuuuck,True,0.321969697,0.32,0.52,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
 you gave me a king sized bed and its your fault Im pregnant,True,0.333333333,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
