sentiment_polarity,sentiment_subjectivity,absPolarity,Clean tweet,L
-0.5,1,0.5,Prosecutor says Kamila Dolniak was arrested after found drunk on plane Polish citizen was entering for US illicit reasons,n
-0.08,0.75,0.085,All I want is for this sem to be over and go back getting drunk and high and cameras and photoshoots and my life and my abs BACK,y
-0.13,1,0.125,Its 105 and Im pretty drunk,y
-0.14,1,0.138541667,On my mama if you can honestly say you wouldnt want to play Calipari your drunk  If you average he gone get you to the league ,n
0,1,0,Love to be constantly drunk,y
0.17,0.6,0.175, Exactly unless you had to work but going to work drunk or with a good buzz is pretty chill,y
-0.63,1,0.625,Going to work DRUNK tonight,y
-0.5,0.95,0.5,I woke up drunk on your love,n
-0.5,1,0.5,drink to get drunk,y
-0.03,0,0.033333333,Not going straight to bed when taking a sleepingpill takes you somewhere very close to being drunk FeelingTipsy,n
-0.32,0.53,0.316666667,In 2013 a feral pig in Australia stole 18 beers from a campsite got drunk and then tried to fight a cow,n
0.23,1,0.233333333,im sure ice water would work just as good but ice water doesnt get me drunk,n
-0.31,0.85,0.3125, And if he only texts you when hes drunk he aint the one,n
-0.5,1,0.5,I get drunk on jealousy,n
-0.5,1,0.5, Makotobot TRASH THE HOTELLETS GET DRUNK ON THE MINI BAR,n
-0.5,1,0.5,tfw u getting drunk cuz u too broke to buy weed atm,y
-0.11,0.95,0.10625,We stay up late drunk and in love with each other,y
-0.15,1,0.15,Monreal Im trying to get them fixed bro I curb check nasty on Vance Jackson drunk lol,n
-0.28,0.8,0.283333333,Being drunk is not good for my health swear almost broke a bone falling over last night ,y
0,1,0,ITS TOTALLY OKAY TO GO TO COMMUNITY COLLEGE DRUNK,n
0.1,0.87,0.1,Drunk passenger from Poland tried to open exit door Police say incident doesnt appear to be terrorismrelated LOL ,n
-0.35,0,0.353125, lmfaoo dude I absolutely do not rmbr anything I was probably so mean to him you know I get angry when Im drunk Lmfao,y
-0.5,0.53,0.5, howd you get that scarI was drunk and had a fork,n
-0.3,1,0.3,Lonely drunk  ,n
-0.5,0.85,0.5,Maria  Im drunk      Call yuur friends lets get drunk Call yuur friends and lets get drunk,y
-0.05,1,0.05,jamie is funny  who gets drunk this early ,n
0.08,1,0.075,Lers lmfaoo Im very glad everyone was just as drunk ,y
-0.33,0.88,0.333333333,Its been 2 and half months since Ive been drunk,n
-0.22,0.55,0.21875,I got a Coin from the Ships Captain and my Seargent Major amp CO for taking care of Steves Drunk Ass,n
-0.5,1,0.5,I cant wait to be drunk in Mexico,y
-0.5,1,0.5, you are coming noo shut it am go get u drunk,n
-0.5,0.8,0.5,My cousin has the weirdest accent ever He sounds like hes drunk whenever he speaks Tagalog,n
0,1,0,   I do this so much I love being day drunk oh my god,y
-0.5,0.87,0.5,Yoo Im fucking drunk ,y
0.18,0,0.18,Sitting here stonking drunk by 6pm amp life is good Bloody love a midweek day off work D,y
-0.53,0.5,0.533333333,Bad drunk decisions man fuck,n
-0.5,1,0.5,Two types of people you meet in college those that are drunk or those that wish they were,n
0.15,0.88,0.15, lol drunk ass,n
-0.5,0.55,0.5,Getting drunk this weekend,y
0.02,1,0.016666667, a true  citizen of Yorky Shire County wouldnt get drunk on a night out if I were relying on thee buyin yon ale haha,n
-0.65,1,0.65,You never think that youre one of the drunk idiot friend groups at a festival until you remember you sat in a circle speaking to a mouse,n
-0.5,0.28,0.5,i rather be ya NIGGA so we can get drunk amp smoke weed all day,y
-0.5,1,0.5,Never got drunk since,n
-0.23,1,0.229166667, Got a drunk thrown off the train last night as he was being a gobby little shite,n
-0.5,0.5,0.5, yea I dont work til 5 and Im trying to get drunk,y
0,1,0.003333333,Too far I was ratchet in the first place still drunk from last year on a steady pace nightmares but i aint ever seen Freddys face,n
-0.41,0.88,0.4125,Dear imbeciles of USA Congress In the past prejudice hunted greasy WOPS drunk Irish amp slanteyed Japs  you are sickening,
-0.25,1,0.25,The kid that sits next to me in stats has showed up drunk 3 classes in a row,
-0.5,0.8,0.5,If she doesnt call you up when shes drunk youre not the one man,
0,0.95,0,most of my class are going on a trip to Edinburgh tomorrow to go to art galleries and get drunk but I couldnt afford it I am c r y i n g,
0.15,0.75,0.15,My birthday was a couple days ago I was too alone and drunk to know Happy birthday to me,
-0.5,1,0.5,If shes drunk amp doesnt text you you aint the oneMost of the time I try not to text anyone for the sake of not breaking my phone ,
-0.25,1,0.25,xoxo this is why I had to get drunk last night HA,
-0.5,1,0.5,the michael jordan of drunk driving,
-0.33,1,0.333333333,In reality its clear amp cold in Anchorage not snowing Go home AccuWeather Youre drunkAKwx ,
-0.11,0.8,0.107142857,7 I heard him shouting I got up and listened what she said broke my heart into pieces  But hey he didnt care right He was drunk,
-0.5,0.95,0.5,I swear I aint gonna get drunk never happens,
0,0.78,0,drunk but not in love,
-0.5,1,0.5,When Im drunk I Smokeout my house TweetLikeAHoodrat  and Fart alot GodBlessAmerica,
-0.5,1,0.5, drunk phan,
0,0.78,0,YOU KNOW IM DRUNK ON LOVE MTVStars Rihanna,
-0.5,1,0.5,Lets remember that time when one of my friends got so drunk I had to call an ambulance,
-0.5,1,0.5,Drunk af  108 pm ,
0.22,1,0.216666667,I have great drunk conversations I consider that a true skill,
-0.5,1,0.5,done work time to get legally drunk ,
-0.5,0.97,0.5,Or maybe he is drunk,
0.13,1,0.125, jane im not drunk anymore i know differences and alternate universes but i dont care if you are my jane or not because you,
-0.5,0.75,0.5,I remember when i had to drive my dad home when he was drunk he was like this boy can drive who taught you how to drive was too weak,
0.05,1,0.048148148, girl you know Im always down to drunk with you lol lets do it,
0.07,1,0.066666667,CKennedy23 thanks hunny well get drunk soon love ya xxx,
-0.5,1,0.5,Vacation starts tomorrow This weekend finna be LIT Ill be drunk from tomorrow through Sunday ,
-0.63,1,0.625, thank you dont be too drunk on Friday,
-0.21,0.97,0.208333333,I might start taking a flask to my English class Maybe if Im drunk enough I can make the ridiculous connections that my prof does why,
-0.5,1,0.5,Champagne every night I done drunk a mil,
-0.5,0.82,0.5,Drunk times That dont even look like me ,
-0.16,0.75,0.160416667,  omg if you can see all the hair flips i just did about to be drunk af at the browns game lol,
-0.5,1,0.5,Ive been drunk since Friday ,
-0.25,1,0.25,Just got fired for being drunk on the job Numerous times bestgovernorever bottomsup lovemydrinks ,
-0.63,1,0.625,FridayBlind Drunk day,
-0.5,0.8,0.5, well I just got off work so Im trying to get drunk Ill come by in 20,
-0.25,0.73,0.25,Im only driving drunk cos that bitch drove me to drink,
0.15,1,0.15,When I text and walk I probably look drunk lol,
0,0.82,0, ZAC LEVI my love they all look so drunk,
-0.5,0.75,0.5,Drunk Sheldon avatar again ,
-0.5,1,0.5,If she text you when shes drunk your the one,
-0.34,1,0.341666667,whats the point of the all star game if Ovi cant get sloshed and yell for 40 minutes while other also drunk NHLers draft the teams,
-0.3,1,0.3,Yoooo chem Wednesday is here again  another drunk Sarah is on the cards Regrets tomorrow naaaaah,
-0.2,1,0.196666667,It aint no better feeling then being drunk and high ,
-0.5,0.8,0.5,Lord my babe got so drunk Thugginn she cant hang,
-0.02,0.73,0.025, RP sleepingOr a really hammered drunk personsame thing really,
-0.1,1,0.1,So what we get drunkSo what we smokeweedWe just having funWe dont care who sees,
-0.5,0.49,0.5,I dont see the point in getting drunk,
0.05,0.48,0.05,honestly just in the mood to get drunk but i have 3p to my name ,
-0.23,1,0.229166667,Im still a little drunk from last night,
-0.24,1,0.2375,this drunk man called Simon called me a mean old bat on Saturday night and Sophie has now nicknamed me bat,
-0.25,1,0.25,Last day off of the season I think Im gonna get drunk,
-0.5,0.71,0.5, one of the guard was piss drunk,
-0.33,0.49,0.327777778,Lesson of the night no matter how drunk you are dont ever spend your  on Roggies calamari Unless youre down to eat plastic,
-0.5,0.48,0.5,Kiss me till youre drunk and Ill show you ,
-0.4,0.83,0.395833333,We may have drunk some palinka Its so hard to tell isnt it Huszar ,
-0.55,0.75,0.55,I wanna get so drunk I feel numb amp forget about my foot,
-0.5,0.85,0.5,  Ahem Ahem Im I the drunk one here,
0.1,0.75,0.1,bhatt18 you make no sense but Im glad you are drunk and having fun ,
-0.5,1,0.5,  Emily is a hands on drunk shell restrain you,
-0.24,0.71,0.24,TheGreat bitch on my mother graaaave you aint dope shit up fuck is you drunk   you hit soft as shit sahn RL,
-0.25,0.83,0.25,Why is it not outside its November not August go home South Carolina youre drunk,
-0.5,0.75,0.5,Do I get drunk  Decisions ,
0,0.85,0,If I dont drink text you uboyazi I dont like you shem My drunk texts are like an I love you kum,
-0.15,0.75,0.15,God damn is that how I really am when Im drunk ,
-0.5,1,0.5, nah Mike was drunk af blackman we gonna need you ,
0.1,1,0.1, surprising number of people RP drunk persons in my channel,
-0.5,0.92,0.5,If she dont text you when she is drunk u r not the 1,
-0.5,0.6,0.5,wbu I think Tony was drunk while marking ours ,
-0.5,0.8,0.5,Gets drunk starts to singThis wooorld doesnt need no operaaWere here for the OPERATIOOOOOOOOON,
-0.45,0.57,0.45,Its in my blood to be a drunk n not give a fuck ,
0,0.75,0,I love drunk history and cuddly Derek waters,
-0.5,0.77,0.5, go home youre drunk,
-0.01,0,0.008333333,The correct response to every drunksororitygirlduckface picture is oh YOURE the one who stole my vacuum,
0,1,0, but I love drunk Johnson ,
-0.39,0.92,0.385416667,Day three Drunk again As Confusious once said Half drunk is wasted money,
-0.5,0.6,0.5,Go home Christmas  Youre drunk UglySweaterSeasonIsUponUs ,
-0.5,0.8,0.5,Wanna Get Drunk amp Beat On Some Pussy ,
-0.03,0.57,0.033333333, Who wants to have a drunk gingerbread house building party this holiday season  haha me ,
-0.5,0.53,0.5,lifee  remember when me and shay was drunk af and she had to help me out the party ,
-0.5,0.8,0.5, Hahah talking to people in clubs when drunk should not be allowed,
-0.5,0.77,0.5,Since Brandon is going hunting this weekend someone go get drunk with me ,
-0.5,0,0.5,I had a dream I was drunk asf off tequila and I was trying to put eyelashes on for like 2hours in the woods,
0.13,0.53,0.125,Never drunk calling someone after last night ,
0,0.75,0.002857143,  Theres way to much pda right now But would you really want Brett to be a stay at home dad Hed be drunk everyday,
-0.5,1,0.5,If you think a guy is going to keep chasing you while you play games you must be drunk,
0.12,1,0.121428571,Yo I meant this Jank and I had to be drunk cause she aint look that good week later I look at her and she right another loss for me,
0,0.73,0,Cookin when drunkgood thing its tin fish and spaghetti ,
-0.5,0.53,0.5,My friends are out to make me drunk AND DIE,
-0.5,1,0.5, Just dont let me get drunk again your on watch this time hehehehehe,
-0.5,0.53,0.5,Halsey is gonna be at the bieber show today and now my need of getting drunk has increased tenfold,
-0.5,0.75,0.5, I wish I was drunk ,
-0.5,1,0.5,my Boy was drunk and tripped into a bush and he took it as an opportunity to start fighting the bush and yelling BUSH DID 911,
-0.07,0.73,0.066666667,Woke up naked still drunk and with cakeId call the birthday a success ,
0,1,0, hahah yes but that doesnt make them healthyand  the question is f are they allowed to practice their work while they are drunk,
-0.11,0.18,0.107142857,Really drunk right now,
-0.5,1,0.5,she wanna do drugssmoke weedget drunk,
-0.2,0.65,0.2,What a man says drunk he thinks sober,
-0.05,1,0.05, Well hes good for a fuck but if he only thinks about you when hes drunk and horny nah x,
0,0.73,0, I didnt even finish my meal that day I was too drunk,
-0.5,1,0.5,Civ 5 on the 5th which means maybe drunk Lewis ,
-0.25,0.18,0.25,After 24 hours of sleep deprivation people perform cognitively and physically at the level of someone who is quite drunk danisawake,
-0.15,0.69,0.15,  and his getting drunk haha just jk bae,
-0.5,0.52,0.5, you are my drunk inspiration,
-0.17,0,0.17, gyro  idfk  N i start to question if i was drunk or high n do ting idk bout ,
-0.5,0.65,0.5,i got drunk cause i have a mullet,
-0.46,1,0.458333333,Sloppy drunk,
-0.5,0.66,0.5,Drunk pics are ma fave ,
-0.5,1,0.5,Dont see why people feel the need to boast about getting drunk all the time,
-0.5,0.76,0.5, Smh1st to be dunked into the drunk tank,
-0.5,1,0.5,Baby is u drunk have u had enough,
0.1,1,0.1,Okay drunk CALLS are I love you Drunk text ngu I like you and ndifayfthu ndikthi love kwezondawo,
-0.45,0.77,0.45,I swear the ugliest girls be lookin like Victoria secret models when Im drunk just got the weirdest text of all time just now,
-0.33,0.69,0.333333333,I remember how a previous job of mine turned me into a drunk The way I didnt want to be there,
-0.5,0.52,0.5,Shut up ur drunk ,
-0.5,0,0.5,Drunk in looove,
-0.5,0.8,0.5,tcpdump is your drunk abusive friend,
-0.5,0.5,0.5,  Life is not a fairy taleIf you lose a shoe at midnightYoure drunk,
-0.23,0.66,0.229166667,Forgot Im a sloppy drunk whoops sorry flatmates I do love you all Ill apologize for tonight tomorrow morning,
-0.5,1,0.5,Kinda wanna scream kinda wanna go to the SU and get drunk instead,
-0.5,0.76,0.5,This drunk texting situation has gotten out of hand,
-0.5,1,0.5,Followed by me getting drunk at the Christmas Eve party and Nate carrying me in the house while I puke everywhere,
-0.4,1,0.395833333,We may have drunk some palinka Its so hard to tell isnt it TheGayHussar ,
-0.47,0.77,0.471428571,If the woman is drunk help her get home dont force yourself on her Shit makes me so fucking sick man,
0.41,1,0.412,Im just happy aint drunk or high Im just happy still tryna get by  Im just happy,
-0.5,0.62,0.5,Get drunk in the moment  Alonzo King,
-0.18,0.65,0.181818182,I cant die until I see Maria Im drunk live,
-0.5,0.89,0.5, lets get drunk and play run escape,
-0.5,0.63,0.5,I want to get drunk I should not get drunk,
-0.5,1,0.5,hines drunk,
-0.5,1,0.5, were gonna have to get drunk together soon hun  xxx,
-0.35,0.5,0.35,Bruh don drunk my shit I had n the fridge,
0,1,0, daigz thats more of us walking home drunk ,
0.01,1,0.011111111,Really just wanna get super drunk tonight,
-0.5,1,0.5,why do I always get drunk before Ive even done my make up AHHHH,
-0.02,1,0.016666667,Wow show up to Pizza Hut drunk youre literally so cool I wish I was like you,
0.15,1,0.15, LOL I always drunk call you and forget EVERY TIME xoxoox,
0.09,1,0.0875,97 and not just that but the way you be set up in the couch be exactly the same when you drunk lmao,
-0.21,1,0.2125, hahaha so youre drunk ,
-0.5,1,0.5,Cops and motorcycles are an imaginary world  Canada is drunk,
0,1,0,I LOVE DRUNK JOHNSON,
0.42,1,0.418181818,  when people ask me about your channel I say youre like smosh but good you should make that your new tagline,
-0.5,0.75,0.5,I might just be happily drunk,
-0.22,0.56,0.222222222,  totally  would see less deaths caused by drunk drivers as well,
-0.03,0.67,0.03125,YOGSCAST CIV LIVESTREAM ON THE 5TH DECEMBER THE SAME DATE AS LAST YEAR WITH DRUNK LEWIS IM SO EXCITED,
-0.4,0.8,0.4, duh Youre getting drunk with my mom before me,
-0.5,0.95,0.5,Cant even admit to calling me drunk whattta pussssyyyy,
-0.5,1,0.5,Im still drunk,
-0.07,0.64,0.066666667,Drunk Soul speaking sober mind what you really trynna say,
-0.5,1,0.5,Somebody get drunk with me,
-0.11,0.83,0.107142857, damnwater I could get drunk off anything right now,
-0.5,0.95,0.5,Jake I want to get drunk with you so whatever we do I can call a mistake  Feeling conflicted rn,
